교육청,소재구,학교명,설립,고등학교 유형,남녀,주야,홈페이지 주소,우편번호,주소,전화번호, 편성 학급수,학생수,교원수,직원수,교실수,1학년 , 2학년 , 3학년 , 복식학급 , 특수학급 , 계 , 1학년,2학년,3학년,복식학급,특수학급,계,총교원수,정규,기간제,일반직,계 , 여 , 계 , 여 , 계 , 여 , 계 , 여 , 계 , 여 , 계 , 여 , 계 , 여 , 계 , 여 , 계 , 여 , 계 , 여 ,
서울시,종로구,경기상업고등학교,공립,특성화고(직업),남여공학,주간,http://ggc.sen.hs.kr,030-47 ,서울특별시 종로구 자하문로 136 (청운동),02-737-6490,8,9,5,0,0,22,131,57,141,88,54,15,0,0,0,0,326,160,51,38,40,28,11,10,4,3,35
서울시,종로구,경복고등학교,공립,일반고,남자,주간,http://www.kyungbock.hs.kr,030-47 ,서울특별시 종로구 자하문로28가길 9 . 경복고등학교 (청운동.경복고등학교),02-397-5214,10,10,11,0,3,34,190,0,224,0,220,0,0,0,18,0,652,0,88,68,70,52,18,16,9,4,64
서울시,종로구,경신고등학교,사립,일반고,남자,주간,http://kyungshin.sen.hs.kr,030-67 ,서울특별시 종로구 혜화로 74 (혜화동.경신중고등학교),02-762-0393,8,8,9,0,0,25,150,0,179,0,169,0,0,0,0,0,498,0,57,19,46,14,11,5,5,0,42
서울시,종로구,대동세무고등학교,사립,특성화고(직업),남여공학,주간,http://daedong.kr,030-57 ,서울특별시 종로구 계동길 84-10 . 대동세무고등학교 (계동),02-763-1631,9,9,10,0,0,28,190,97,209,126,247,138,0,0,0,0,646,361,62,27,53,18,9,9,5,2,39
서울시,종로구,대신고등학교,사립,일반고,남자,주간,http://daeshin.sen.hs.kr,030-29 ,서울특별시 종로구 사직로 9 (행촌동),070-4612-7820,8,8,9,0,0,25,130,0,158,0,203,0,0,0,0,0,491,0,54,21,42,11,12,10,6,3,49
서울시,종로구,덕성여자고등학교,사립,일반고,여자,주간,http://www.duksung.hs.kr,030-61 ,서울특별시 종로구 율곡로3길 50 . 덕성여자고등학교 (안국동),02-734-6871,9,9,9,0,0,27,204,204,211,211,223,223,0,0,0,0,638,638,60,35,43,23,17,12,6,2,34
서울시,종로구,동성고등학교,사립,자율고,남자,주간,http://www.dongsung.hs.kr,030-83 ,서울특별시 종로구 대학로 156 (혜화동.동성중고교),02-3671-9196,9,9,9,0,0,27,187,0,251,0,241,0,0,0,0,0,679,0,67,22,56,15,11,7,7,3,38
서울시,종로구,배화여자고등학교,사립,일반고,여자,주간,http://paiwha.sen.hs.kr,030-39 ,서울특별시 종로구 필운대로1길 34 (필운동.배화여자고등학교),02-724-0308,9,9,9,0,0,27,177,177,185,185,209,209,0,0,0,0,571,571,60,39,42,26,18,13,6,2,37
서울시,종로구,상명대학교사범대학부속여자고등학교,사립,일반고,여자,주간,http://sangmyung-agh.hs.kr,030-16 ,서울특별시 종로구 홍지문2길 20 (홍지동.상명대학교),02-396-6300,7,7,7,0,0,21,142,142,159,159,154,154,0,0,0,0,455,455,51,30,38,22,13,8,5,1,44
서울시,종로구,서울과학고등학교,공립,특수목적고,남여공학,주간,http://www.sshs.hs.kr,030-66 ,서울특별시 종로구 혜화로 63 (명륜1가),02-740-6299,8,8,8,0,0,24,126,10,130,14,123,9,0,0,0,0,379,33,89,42,72,36,17,6,10,5,55
서울시,종로구,서울국제고등학교,공립,특수목적고,남여공학,주간,http://sghs.sen.hs.kr,030-66 ,서울특별시 종로구 성균관로13길 40 . 서울국제고 (명륜1가),02-743-9385,6,6,6,0,0,18,136,109,151,111,146,108,0,0,0,0,433,328,68,48,57,38,11,10,8,4,27
